0	0
100	340.513280392
10	76.8919351101
110	343.602553129
120	369.655995846
130	390.774027824
140	406.065436602
150	446.441770553
160	457.007031441
170	467.080136061
180	516.770804644
190	568.286194086
200	593.94118762
20	107.181586742
210	619.826309681
220	671.042342901
230	703.989432335
240	714.384299278
250	737.666401148
260	762.928426742
270	757.425868273
280	802.946278572
290	850.423316479
300	878.564882755
30	134.767007112
310	939.532294989
320	1004.52204061
330	1052.59139967
340	1055.47209835
40	185.088377237
50	219.971652031
60	263.498422861
70	297.336956739
80	301.200076818
90	310.404584408
