0	0
100	70.1912808418
10	16.097591877
110	71.486296177
120	76.504627943
130	81.2808144092
140	84.1846086979
150	92.1317605973
160	94.5128240586
170	96.5490465164
180	111.155024529
190	129.457044363
200	135.679952145
20	24.9741082191
210	140.404105663
220	146.352132797
230	153.277416229
240	157.832976103
250	167.131444454
260	162.936877728
270	171.323874474
280	178.555577993
290	194.204059362
300	200.563815355
30	31.0125756263
310	215.12908864
320	230.332974434
330	241.662368774
340	243.348720312
40	42.3997781276
50	51.3904457092
60	60.636942625
70	68.9993870258
80	69.8536510468
90	72.2065610885
